분류,지역(시),지역(구),기관(시설)명1,기관(시설)명2,전화번호,홈페이지주소,주소,상세주소
정신의료기관,경기도,고양시 일산동구,카프병원,,031-810-9200,,경기도 고양시 일산동구 일산로 86,
정신의료기관,경기도,고양시 일산동구,연세나눔병원,,031-907-9920,www.yonseinanum.com,경기도 고양시 일산동구 중앙로 1200,
정신의료기관,경기도,고양시 일산동구,맑은마음정신과의원,,031-904-2081,www.imind.co.kr,경기도 고양시 일산동구 중앙로 1072,
정신의료기관,경기도,고양시 일산동구,삶공성욱정신과의원,,031-904-5701,www.humanhospital.net,경기도 고양시 일산동구 일산로 46,남정씨티프라자 2차 401호
정신의료기관,경기도,고양시 일산동구,연세최의겸정신과의원,,031-904-5575,www.choichild.com,경기도 고양시 일산동구 중앙로1275번길,64
정신의료기관,경기도,고양시 일산동구,제일정신과의원,,031-904-8111,,경기도 고양시 일산동구 중앙로 1172,그랜드프라자 410호
정신의료기관,경기도,고양시 일산동구,연세봄정신건강의학과,,031-905-8982,www.y-child.com,경기도 고양시 일산동구 중앙로 1202,
정신의료기관,경기도,고양시 일산동구,연세이룸정신과의원,,031-902-7820,,경기도 고양시 일산동구 정발산로 47,웅신아트빌딩 304호
정신의료기관,경기도,고양시 일산동구,치유나무,정신건강의학과의원,031-903-0123,www.healing-tree.co.kr,경기도 고양시 일산동구 정발산로 43-20,센트럴프라자 빌딩 307호
정신의료기관,경기도,고양시 일산서구,인제대학교,일산백병원,031-910-7115,www.paik.ac.kr/ilsan,경기도 고양시 일산서구 주화로170,
정신의료기관,경기도,고양시 일산서구,참사랑정신과의원,,031-924-0212,,경기도 고양시 일산서구 일현로 47,예일큰프라자 304호
정신의료기관,경기도,고양시 일산서구,일산고려정신과의원,,031-924-0211,,경기도 고양시 일산서구 일현로 47,예일큰프라자 404호
정신의료기관,경기도,고양시 일산서구,마음편한,정신건강의학과의원,031-913-7511,www.medicallee.kr/,경기도 고양시 일산서구 중앙로 1575,그린코아 501호
정신의료기관,경기도,고양시 일산서구,닥터최의,연세마음상담의원,031-975-7201,www.yonseimind.com/,경기도 고양시 일산서구 고봉로 291,에이스스타디움 2층
정신의료기관,경기도,고양시 일산서구,이경섭,정신건강의학과의원,031-915-8834,,경기도 고양시 일산서구 강선로 59,동신파크빌딩 401호
정신의료기관,경기도,고양시 일산서구,송정중정신과의원,,031-918-7575,,경기도 고양시 일산서구 중앙로 1437,화성프라자 401호
정신의료기관,경기도,고양시 일산서구,청아,정신건강의학과의원,031-812-7582,,경기도 고양시 일산서구 중앙로 1455,대우시티프라자 306호
정신의료기관,경기도,고양시 일산서구,대화공감,정신건강의학과의원,031-814-8567,www.medietclinic.co.kr,경기도 고양시 일산서구 중앙로 1573,킨텍스프라자 301호
정신의료기관,경기도,고양시 일산서구,마음과마음,정신과의원,031-915-4975,www.maum2.co.kr,경기도 고양시 일산서구 중앙로 1426,일송노블레스 511호
정신의료기관,경기도,고양시 일산서구,미소,정신건강의학과의원,031-922-0075,,경기도 고양시 일산서구 중앙로 1565,메드위즈빌딩 503호
정신의료기관,경기도,고양시 일산서구,한사랑,신경정신과의원,031-917-7557,,경기도 고양시 일산서구 중앙로 1416,한사랑빌딩 403호
정신의료기관,경기도,남양주시,축령복음병원,,031-592-6661,www.creh.or.kr,경기도 남양주시 수동면 외방로172번길 58,
정신의료기관,경기도,남양주시,축령정신병원,,031-592-6661,www.crmh.or.kr,경기도 남양주시 수동면 외방로172번길 58,
정신의료기관,경기도,남양주시,실버힐스병원,,031-511-9494,www.silverheals.com,경기도 남양주시 경춘로 1260,하나프라자 5층
정신의료기관,경기도,남양주시,온세병원,,031-594-7912,onsehospital.co.kr,경기도 남양주시 평내로29번길49 10층,
정신의료기관,경기도,남양주시,평내우리의원,,031-591-7575,,경기도 남양주시 경춘로 1342,
정신의료기관,경기도,남양주시,현대병원,,031-574-9119,www.hdgh.co.kr,경기도 남양주시 진접읍 봉현로 21,
정신의료기관,경기도,남양주시,한양대학교,신경정신과의원,031-559-8270,,경기도 남양주시 늘을2로 20,CH리베로빌딩 301호
정신의료기관,경기도,남양주시,진접,정신건강의학과의원,031-529-7774,www.jjmind.co.kr,경기도 남양주시 진접읍 장현천로 28,701호
정신의료기관,경기도,남양주시,한빛의원,,031-577-7766,,경기도 남양주시 와부읍 덕소로 97번길6,덕소빌딩 303호
정신의료기관,경기도,남양주시,축령,신경정신과의원,031-594-0304,,경기도 남양주시 화도읍 마석중앙로 78,메대닥터빌딩 4층
정신의료기관,경기도,의정부시,가톨릭대학교,의정부성모병원,1661-7500,www.cmcujb.co.kr,경기도 의정부시 천보로 271,
정신의료기관,경기도,의정부시,경기도의료원,의정부병원,031-828-5000,www.medical.or.kr,경기도 의정부시 흥선로 142,
정신의료기관,경기도,의정부시,한도병원,,031-877-6081,www.handomh.co.kr,경기도 의정부시 입석로 36,
정신의료기관,경기도,의정부시,의정부힐링스병원,,031-853-9222,www.healingsui.com,경기도 의정부시 청사로48번길 19,
정신의료기관,경기도,의정부시,의정부한서중앙병원,,031-875-7878,www.hscentral.co.kr/,경기도 의정부시 평화로 447,
정신의료기관,경기도,의정부시,새하늘병원,,031-836-7341,www.saehaneul.net,경기도 의정부시 평화로 704,
정신의료기관,경기도,의정부시,멘토르,신경정신과의원,031-840-6500,mentorclinic.drline.net/,경기도 의정부시 호국로 1298번길 22 2층,
정신의료기관,경기도,의정부시,세중정신과의원,,031-871-6258,,경기도 의정부시 둔야로17번길 22,
정신의료기관,경기도,의정부시,열린마음정신과의원,,031-853-7744,,경기도 의정부시 청사로 37,신세계프라자 604-1002호
정신의료기관,경기도,의정부시,의정부,신경정신과의원,031-848-5355,,경기도 의정부시 호국로 1320,
정신의료기관,경기도,의정부시,신명기,정신건강의학과의원,031-843-8643,,경기도 의정부시 시민로 119,
정신의료기관,경기도,의정부시,성모정신과의원,,031-856-7575,,경기도 의정부시 태평로 110,
정신의료기관,경기도,의정부시,서울정신과의원,,031-853-5348,,경기도 의정부시 청사로 41,금오삼성플라자 402호
정신의료기관,경기도,의정부시,서울탑,정신건강의학과의원,031-852-6596,,경기도 의정부시 청사로 50,금오플러스빌딩 204호
정신의료기관,경기도,파주시,민들레병원,,031-947-6400,www.solmc.kr,경기도 파주시 탄현면 소리개길 74-17,
정신의료기관,경기도,구리시,유일정신과,,031-567-5202,,경기도 구리시 경춘로 226,영광빌딩 3층
정신의료기관,경기도,구리시,예원정신과의원,,031-567-6656,,경기도 구리시 경춘로 208,동진빌딩 6층 2호
정신의료기관,경기도,구리시,나눔정신과의원,,031-563-2272,,경기도 구리시 경춘로 239,리맥스빌딩 6층
정신의료기관,경기도,구리시,이정신과의원,,031-555-0575,,경기도 구리시 경춘로 224 3층,
정신의료기관,경기도,구리시,행복한길정신과의원,,031-568-7734,,경기도 구리시 경춘로 253,황금시계빌딩 501호
정신의료기관,경기도,구리시,연세마음병원,,031-554-0070,www.yonseimaum.com,경기도 구리시 체육관로 172번길 55,
정신의료기관,경기도,구리시,한양대학교구리병원,,031-560-2114,https://guri.hyumc.com/,경기도 구리시 경춘로 153,
정신의료기관,경기도,양주시,송추정신병원,,031-826-1300,www.songchumh.co.kr,경기도 양주시 장흥면 가마골로258번길,122
정신의료기관,경기도,양주시,양주소망병원,,031-859-7997,www.yjsomang.co.kr/,경기도 양주시 평화로 1741,
정신의료기관,경기도,포천시,진병원,,031-544-7701,jinhosp.com,경기도 포천시 소흘읍 송우로80번지,
정신의료기관,경기도,포천시,이,정신건강의학과의원,031-535-6889,mindmind.co.kr,경기도 포천시 신읍동 중앙로114,
정신의료기관,경기도,동두천시,동원병원,,031-870-0701,www.dwhosp.com,경기도 동두천시 탑신로 522,
정신의료기관,경기도,가평군,청심국제병원,,031-589-4300,www.csmc.or.kr/,경기도 가평군 설악면 미사리로 267-177,
정신의료기관,경기도,가평군,청평우리병원,,031-585-5115,www.woorihosp.co.kr/,경기도 가평군 청평면 경춘로 791-11,
정신의료기관,경기도,가평군,평온 의원,,031-581-0184,,경기도 가평군 북면 화악산로 992-7,
정신의료기관,경기도,가평군,노체리,안드리자애병원,031-589-0302,,경기도 가평군 하면 꽃동네길 46,
정신의료기관,강원도,춘천시,국립춘천병원,,033-260-3000,www.cnmh.go.kr,강원도 춘천시 동산면 영서로 824,
정신의료기관,강원도,춘천시,강원대학교병원,,033-258-2000,www.knuh.or.kr,강원도 춘천시 백령로 156,
정신의료기관,강원도,춘천시,춘천성심병원,,033-240-5000,chuncheon.hallym.or.kr/,강원도 춘천시 삭주로 77,
정신의료기관,강원도,춘천시,춘천서인정신병원,,033-261-0999,seoin.or.kr/,강원도 춘천시 동산면 새술막길 315-77,
정신의료기관,강원도,춘천시,춘천예현병원,,033-264-9885,,강원도 춘천시 서면 샛말길 122-11,
정신의료기관,강원도,춘천시,봄내병원,,033-255-8515,,강원도 춘천시 공지로 270,
정신의료기관,강원도,춘천시,춘천,정신건강의학과의원,033-264-0507,,강원도 춘천시 퇴계로 184,
정신의료기관,강원도,춘천시,안,정신건강의학과의원,033-244-8333,,강원도 춘천시 금강로 68-2,대원빌딩 4층
정신의료기관,강원도,춘천시,사랑,정신건강의학과의원,033-257-0088,,강원도 춘천시 영서로 2341,미메디컬타워 5층
정신의료기관,강원도,춘천시,춘천마음벗의원,,033-255-0300,,강원도 춘천시 보안길 65,엠타워 204호
정신의료기관,강원도,원주시,원주세브란스,기독병원,033-741-0114,wch.or.kr,강원도 원주시 일산로 20,
정신의료기관,강원도,원주시,새마음병원,,033-731-3111,www.wonjuhosp.co.kr,강원도 원주시 문막읍 귀문로 1217,
정신의료기관,강원도,원주시,내안에병원,,033-733-1199,내안에.com,강원도 원주시 남원로 562-5,
정신의료기관,강원도,원주시,그린병원,,033-731-7766,,강원도 원주시 일산로 36번길 12,
정신의료기관,강원도,원주시,강봉선신경정신과,,033-744-3884,,강원도 원주시 서원대로 383,
정신의료기관,강원도,원주시,홍성국신경정신과,,033-743-5356,,강원도 원주시 원일로 150-1,
정신의료기관,강원도,원주시,이신경정신과,,033-744-1142,,강원도 원주시 원일로 114,
정신의료기관,강원도,원주시,마음편한정신과,,033-766-7675,,강원도 원주시 서원대로 406,리더스타워 5층
정신의료기관,강원도,원주시,연세주니어,상담클리닉,033-762-9960,www.happyjunior.co.kr,강원도 원주시 서원대로 408,광장빌딩 503호
정신의료기관,강원도,강릉시,강릉동인병원,,033-651-6161,www.dong-in.or.kr,강원도 강릉시 강릉대로 419번길 42,
정신의료기관,강원도,강릉시,강릉아나병원,,033-610-1100,,강원도 강릉시 용지로 129,
정신의료기관,강원도,강릉시,강릉율곡병원,,033-655-1133,,강원도 강릉시 동해대로 3304번길 11,
정신의료기관,강원도,강릉시,강릉아산병원,,033-610-3747,www.gnah.co.kr,강원도 강릉시 사천면 방동길 38,
정신의료기관,강원도,강릉시,장신경과의원,,033-641-2717,,강원도 강릉시 경강로 2093,
정신의료기관,강원도,강릉시,Dr.신형직의비타민,정신과의원,033-645-0900,www.vitaminclinic.net/,강원도 강릉시 경강로 2109,
정신의료기관,강원도,강릉시,햇살,정신건강의학과의원,033-643-7711,,강원도 강릉시 경강로 2110,
정신의료기관,강원도,동해시,동해동인병원,,033-530-0114,dongin2.sharebrain.co.kr/,강원도 동해시 하평로 26,
정신의료기관,강원도,태백시,근로복지공단,태백산재병원,033-580-3114,www.kcomwel.or.kr/hospital/taebaek/index.jsp,강원도 태백시 보드미길 8,
정신의료기관,강원도,태백시,정순미,신경정신과의원,033-552-7990,,강원도 태백시 황지로 81,
정신의료기관,강원도,속초시,강원도속초의료원,,033-630-6000,www.sokchomc.co.kr/,강원도 속초시 영랑호반길3,
정신의료기관,강원도,속초시,속초보광병원,,033-639-8500,www.gangwonss.co.kr,강원도 속초시 중앙로 11,
정신의료기관,강원도,속초시,엠앤비의원,,033-635-9400,www.mnbclinic.com,강원도 속초시 동해대로 4213,보고빌딩
정신의료기관,강원도,삼척시,방계원정신과의원,,033-573-7070,,강원도 삼척시 진주로 19,
정신의료기관,강원도,홍천군,연세,정신건강의학과의원,033-435-1375,,강원도 홍천군 홍천읍 번영로 4,
정신의료기관,충청북도,청주시 상당구,청주성모병원,,043-219-8000,www.ccmc.or.kr,충청북도 청주시 청원구 주성로 173-19,
정신의료기관,충청북도,청주시 상당구,의료법인 청주병원,,043-220-1251,www.cjhospital.co.kr,충청북도 청주시 상당구 상당로 163,
정신의료기관,충청북도,청주시 상당구,예사랑병원,,1566-1308,www.yehospital.com/,충청북도 청주시 상당구 목련로 64,
정신의료기관,충청북도,청주시 상당구,예일정신과의원,,043-222-1326,,충청북도 청주시 상당구 사직대로 354-2,
정신의료기관,충청북도,청주시 상당구,성모정신과의원,,043-223-8275,,충청북도 청주시 상당구 청남로 2200,
정신의료기관,충청북도,청주시 상당구,안윤영정신과의원,,043-252-0808,,충청북도 청주시 상당구 상당로 64,
정신의료기관,충청북도,청주시 상당구,이기봉,신경정신과의원,043-255-7775,,충청북도 청주시 상당구 상당로 38-1,
정신의료기관,충청북도,청주시 상당구,최인석정신과의원,,043-284-3886,,충청북도 청주시 상당구 월평로 188,
정신의료기관,충청북도,청주시 상당구,홍종문정신과의원,,043-253-3200,,충청북도 청주시 상당구 사직대로 363-1,
정신의료기관,충청북도,청주시 상당구,유완상,신경정신과의원,043-252-7895,,충청북도 청주시 상당구 상당로 52,
정신의료기관,충청북도,청주시 상당구,잘자는,정신건강의학과의원,043-253-8275,,충청북도 청주시 청원구 향군로 43,
정신의료기관,충청북도,청주시 흥덕구,충북대학교병원,,043-269-6114,www.cbnuh.or.kr,충청북도 청주시 흥덕구 1순환로 776,
정신의료기관,충청북도,청주시 흥덕구,충청북도청주의료원,,043-2790-114,www.cjmc.or.kr,충청북도 청주시 흥덕구 흥덕로 48,
정신의료기관,충청북도,청주시 흥덕구,원구연,정신건강의학과의원,043-263-0011,www.doctorwon.co.kr,충청북도 청주시 흥덕구 사운로 204,오성빌딩 5층
정신의료기관,충청북도,정주시 흥덕구,우리들,정신건강의학과의원,043-278-2255,,충청북도 청주시 흥덕구 사운로 246,
정신의료기관,충청북도,청주시 흥덕구,박,정신건강의학과의원,043-274-5946,,충청북도 청주시 흥덕구 사직대로 276,
정신의료기관,충청북도,청주시 흥덕구,청주,정신건강의학과의원,043-266-0014,,충청북도 청주시 흥덕구 사직대로 112,
정신의료기관,충청북도,청주시 흥덕구,정다운,정신건강의학과의원,043-263-0456,,충청북도 청주시 흥덕구 사직대로 45-1,
정신의료기관,충청북도,청주시 흥덕구,마음편안정신과의원,,043-237-8872,,충청북도 청주시 흥덕구 풍산로 26,
정신의료기관,충청북도,청주시 흥덕구,드림,정신건강의학과의원,043-238-0312,,충청북도 청주시 흥덕구 2순환로 1240,
정신의료기관,충청북도,충주시,건국대충주병원,,043-840-8200,,충청북도 충주시 국원대로 82,
정신의료기관,충청북도,충주시,호암병원,,043-852-3800,,충청북도 충주시 예성로 16,
정신의료기관,충청북도,충주시,인성정신과의원,,043-847-3079,,충청북도 충주시 중앙로 50-1,
정신의료기관,충청북도,충주시,마음앤,정신건강의학과의원,043-845-8920,,충청북도 충주시 봉계1길 54,
정신의료기관,충청북도,제천시,제천병원,,043-640-6100,www.Mental.or.kr,충청북도 제천시 북부로 13길 94,
정신의료기관,충청북도,제천시,하나정신과,,043-652-3370,,충청북도 제천시 풍양로 120,
정신의료기관,충청북도,제천시,인정신과,,043-645-7455,,충청북도 제천시 명륜로 97,
정신의료기관,충청북도,제천시,미사랑정신과,,043-652-4778,,충청북도 제천시 명륜로 97,
정신의료기관,충청북도,청원군,주사랑병원,,043-286-0692,www.lovegod.co.kr,충청북도 청원군 가덕면 보청대로 4673-61,
정신의료기관,충청북도,청원군,충북병원,,043-260-8200,,충청북도 청원군 현도면 우록4길 151,
정신의료기관,충청북도,보은군,보은연세병원,,042-382-3260,www.byhospital.com,충청북도 보은군 보은읍 뱃들로 53,
정신의료기관,충청북도,옥천군,감람원병원,,043-732-2070,감람원병원.doumy114.com/,충청북도 옥천군 청성면 청성로 654-1,
정신의료기관,충청북도,옥천군,마음사랑의원,,043-731-5975,,충청북도 옥천군 옥천읍 삼금로 42,
정신의료기관,충청북도,옥천군,온누리정신과의원,,043-731-7733,,충청북도 옥천군 옥천읍 삼금로 21,
정신의료기관,충청북도,영동군,영동신경정신과의원,,043-744-6888,,충청북도 영동군 영동읍 중앙로 44,
정신의료기관,충청북도,영동군,조,정신건강의학과의원,043-743-3355,,충청북도 영동군 영동읍 중앙로3길 6,
정신의료기관,충청북도,괴산군,충북기독병원,,043-833-1004,WWW.충북기독병원.kr/,충청북도 괴산군 문광면 흑석2길 20-148,
정신의료기관,충청북도,음성군,음성소망병원,,043-878-4111,,충청북도 음성군 생극면 일생로 518,
정신의료기관,충청북도,음성군,현대병원,,043-878-4341,,충청북도 음성군 생극면 일생로 518-8,
정신의료기관,충청북도,음성군,인곡자애병원,,043-879-0303,,충청북도 음성군 맹동면 꽃동네길 37,
정신의료기관,충청남도,천안시 동남구,단국대학교병원,,1588-0063,www.dkuh.co.kr,충청남도 천안시 동남구 망향로 201,
정신의료기관,충청남도,천안시 동남구,순천향대학교,천안병원,041-570-2114,www.schca.ac.kr,충청남도 천안시 동남구 순천향6길 31,
정신의료기관,충청남도,천안시 동남구,혜강병원,,041-555-8275,hyekang.co.kr,충청남도 천안시 동남구 대흥로 288,
정신의료기관,충청남도,천안시 동남구,행복주는의원,,041-565-8275,,충청남도 천안시 동남구 만남로 11,"두아빌딩 3,4층"
정신의료기관,충청남도,천안시 동남구,권신경정신과의원,,041-551-3484,,충청남도 천안시 동남구 성황6길 8-3,
정신의료기관,충청남도,천안시 동남구,고문경,신경정신과의원,041-567-4300,,충청남도 천안시 동남구 대흥로 271,
정신의료기관,충청남도,천안시 동남구,홍순형,신경정신과의원,041-567-5023,,충청남도 천안시 동남구 만남로 34,
정신의료기관,충청남도,천안시 동남구,혜민,신경정신과의원,041-552-8017,,충청남도 천안시 동남구 충절로 173,천안빌딩
정신의료기관,충청남도,천안시 동남구,열린마음허,신경정신과의원,041-555-3595,,충청남도 천안시 동남구 공설시장2길 3,무궁화빌딩
정신의료기관,충청남도,천안시 서북구,마음애병원,,041-566-5119,www.maumlove.co.kr,충청남도 천안시 서북구 검은들3길 60,7층
정신의료기관,충청남도,천안시 서북구,천안중앙병원,,041-561-0245,www.icjh.kr/,충청남도 천안시 서북구 성정공원1길 9-7,
정신의료기관,충청남도,천안시 서북구,충무사랑병원,,041-551-3391,,충청남도 천안시 서북구 성정공원1길 9-4,호원빌딩
정신의료기관,충청남도,천안시 서북구,한빛정신과의원,,041-572-6886,,충청남도 천안시 서북구 충무로 204,
정신의료기관,충청남도,천안시 서북구,맑은마음정신과의원,,041-579-9997,,충청남도 천안시 서북구 충무로 215,
정신의료기관,충청남도,천안시 서북구,아이마음정신과의원,,041-571-7579,www.imaum75.com,충청남도 천안시 서북구 차돌들길 6-4,
정신의료기관,충청남도,공주시,국립법무병원,,041-840-5400,www.cppb.go.kr,충청남도 공주시 반포면 반포초교길 253,
정신의료기관,충청남도,공주시,국립공주병원,,041-850-5700,www.knmh.go.kr,충청남도 공주시 고분티로 623-21,
정신의료기관,충청남도,공주시,맑은마음,정신건강의학과의원,041-852-7979,,충청남도 공주시 번영2로 18-10,
정신의료기관,충청남도,공주시,마음이편한,정신건강의학과의원,041-856-7575,,충청남도 공주시 금학동 우금티로 513,
정신의료기관,충청남도,공주시,공주노인,정신건강의학과의원,041-852-5233,,충청남도 공주시 봉정돌고개길 37,
정신의료기관,충청남도,공주시,백제,정신건강의학과의원,041-855-4490,,충청남도 공주시 무령로 236,
정신의료기관,충청남도,공주시,김욱중,정신건강의학과의원,041-854-0234,,충청남도 공주시 산성찬호길 1,
정신의료기관,충청남도,보령시,보령엘피스병원,,041-934-1522,www.elpishp.com,충청남도 보령시 옥마로 277,
정신의료기관,충청남도,보령시,성심,정신건강의학과의원,041-935-9911,,충청남도 보령시 중앙로 15,
정신의료기관,충청남도,보령시,대천신경정신과의원,,041-935-6440,,충청남도 보령시 번영로 11,
정신의료기관,충청남도,아산시,아산정신병원,,041-548-9851,asanmh.co.kr,충청남도 아산시 배방읍 휴대세교길 101,
정신의료기관,충청남도,아산시,열린성애병원,,041-543-3580,www.sungae.or.kr/,충청남도 아산시 음봉면 음봉로 681번길,76
정신의료기관,충청남도,아산시,아람메디컬병원,,041-533-6119,,충청남도 아산시 온천대로 1740번길 9,
정신의료기관,충청남도,아산시,봄신경정신과의원,,041-533-0087,www.bomnp.com/,충청남도 아산시 충무로 24,
정신의료기관,충청남도,아산시,지상신경정신과,,041-548-5944,,충청남도 아산시 번영로 34번길 2,
정신의료기관,충청남도,아산시,성심신경정신과,,041-548-4370,,충청남도 아산시 온천대로 1476,
정신의료기관,충청남도,서산시,굿모닝의원,,041-681-7555,www.goodmorningclinic.co.kr,충청남도 서산시 율지5로 24,
정신의료기관,충청남도,서산시,김정신과의원,,041-667-4727,,충청남도 서산시 고운로 205,
정신의료기관,충청남도,논산시,백제병원,,041-730-8888,www.bjhosp.co.kr,충청남도 논산시 시민로 294번길 14,
정신의료기관,충청남도,논산시,이승민,신경정신과의원,041-736-1214,,충청남도 논산시 중앙로 403번길 11,
정신의료기관,충청남도,논산시,김성우정신과의원,,041-732-1145,,충청남도 논산시 중앙로 498-1,
정신의료기관,충청남도,논산시,성모,정신건강의학과의원,041-736-7800,,충청남도 논산시 해월로 163,한누리크리닉 3층
정신의료기관,충청남도,논산시,성지하임병원,,041-734-9100,성지하임.com/,충청남도 논산시 연산면 한전2길 52,
정신의료기관,충청남도,당진시,연세,정신건강의학과의원,041-356-0601,,충청남도 당진시 당진중앙3로 89,
정신의료기관,충청남도,금산군,제일신경정신과의원,,041-754-1090,,충청남도 금산군 금산읍 인삼로 93,
정신의료기관,충청남도,부여군,부여청담병원,,041-833-2089,www.blue-talk.co.kr,충청남도 부여군 부여읍 삼충로 648번길,41
정신의료기관,충청남도,부여군,부여다사랑병원,,041-835-2080,,충청남도 부여군 장암면 충절로 1713번길,16
정신의료기관,충청남도,부여군,명가의원,,070-8668-8275,pl4569@navar.net,충청남도 부여군 부여읍 부여로 14-8,
정신의료기관,충청남도,서천군,서천사랑병원,,041-951-8114,www.sclove.co.kr,충청남도 서천군 판교면 대백제로 2078,
정신의료기관,충청남도,홍성군,신동환병원,,041-631-7541,shinhosp.com/,충청남도 홍성군 홍성읍 충서로 1341,
정신의료기관,충청남도,홍성군,충청남도홍성의료원,,041-630-6114,www.hsmc.or.kr/,충청남도 홍성군 홍성읍 조양로 224,
정신의료기관,충청남도,홍성군,홍성한국병원,,041-634-2088,www2.uilwon.org/,충청남도 홍성군 홍성읍 대내길 97,
정신의료기관,충청남도,예산군,예산의원,,041-334-7953,,충청남도 예산군 예산읍 간양길 256,
정신의료기관,전라북도,전주시 덕진구,전북대학교병원,,1577-7877,www.cuh.co.kr/,전라북도 전주시 덕진구 건지로 20,
정신의료기관,전라북도,전주시 완산구,예수병원,,063-230-8114,www.jesushospital.com/,전라북도 전주시 완산구 서원로 365,
정신의료기관,전라북도,전주시 덕진구,허병원,,063-254-5599,,전라북도 전주시 덕진구 조경단로 103,
정신의료기관,전라북도,전주시 완산구,김동인정신과의원,,063-223-7591,,전라북도 전주시 완산구 안행3길 10,
정신의료기관,전라북도,전주시 덕진구,엘림정신과의원,,063-276-7575,www.elimclinic.co.kr,전라북도 전주시 덕진구 팔달로 381,
정신의료기관,전라북도,전주시 덕진구,대자인병원,,063-240-2001,,전라북도 전주시덕진구 견훤로 390,
정신의료기관,전라북도,전주시 완산구,김임정신과의원,,063-272-7676,,전라북도 전주시 완산구 팔달로 237,
정신의료기관,전라북도,전주시 덕진구,맘정신과의원,,063-274-7800,,전라북도 전주시 덕진구 기린대로 467,
정신의료기관,전라북도,전주시 덕진구,유상은정신과의원,,063-273-0013,,전라북도 전주시 덕진구 안덕원로 152,
정신의료기관,전라북도,전주시 완산구,장앤김정신과의원,,063-284-8310,,전라북도 전주시 완산구 팔달로 212,
정신의료기관,전라북도,전주시 덕진구,배철정신과위원,,063-277-3332,,전라북도 전주시 덕진구 사평로 38,
정신의료기관,전라북도,전주시 완산구,마음편한정신과의원,,063-225-1675,,전라북도 전주시 완산구 백제대로 120,
정신의료기관,전라북도,전주시 완산구,맑은정신과의원,,063-232-2478,,전라북도 전주시 완산구 충경로 50,
정신의료기관,전라북도,전주시 덕진구,현대정신과의원,,063-254-7561,,전라북도 전주시 덕진구 기린대로 272,
정신의료기관,전라북도,전주시 완산구,다솜정신과의원,,063-272-7582,,전라북도 전주시 완산구 온고을로 20,
정신의료기관,전라북도,전주시 완산구,아이나래,정신건강클리닉,063-276-2100,inarae.co.kr,전라북도 전주시 완산구 백제대로 431,
정신의료기관,전라북도,전주시 완산구,마음의평화,정신과의원,063-225-7582,,전라북도 전주시 완산구 거마평로 143,
정신의료기관,전라북도,전주시 완산구,서울숲의원,,063-227-3939,,전라북도 전주시 완산구 홍산로 250,
정신의료기관,전라북도,군산시,전라북도군산의료원,,063-472-5000,www.kunmed.or.kr/,전라북도 군산시 의료원로 27,
정신의료기관,전라북도,군산시,개정,정신건강의학과의원,063-452-0005,,전라북도 군산시 번영로 312,
정신의료기관,전라북도,군산시,군산,정신건강의학과의원,063-445-3357,,전라북도 군산시 구영3길 66-7,
정신의료기관,전라북도,군산시,정일성,정신건강의학과의원,063-442-2156,,전라북도 군산시 중앙로3가 38,
정신의료기관,전라북도,군산시,밝은마음,정신건강의학과의원,063-461-5050,www.aios.kr/mobile703139/,전라북도 군산시 공단대로 396,고려빌딩 2층
정신의료기관,전라북도,군산시,나눔,정신건강의학과의원,063-464-5500,nanum-gs.com,전라북도 군산시 월명로 252,
정신의료기관,전라북도,익산시,원광대학교,의과대학병원,1577-3773,www.wkuh.org/,전라북도 익산시 무왕로 895,
정신의료기관,전라북도,익산시,박종호,정신건강의학과의원,063-857-7866,,전라북도 익산시 인북로 164,
정신의료기관,전라북도,익산시,박남진,정신건강의학과의원,063-858-3988,,전라북도 익산시 무왕로 1088,
정신의료기관,전라북도,익산시,류성훈,정신건강의학과의원,063-855-0887,,전라북도 익산시 중앙로 6,
정신의료기관,전라북도,익산시,마음사랑,정신건강의학과의원,063-832-6666,,전라북도 익산시 무왕로 1114,정암빌딩 3층
정신의료기관,전라북도,익산시,남청강,정신건강의학과의원,063-837-0003,,전라북도 익산시 무왕로 1069,3층
정신의료기관,전라북도,정읍시,정읍아산병원,,063-530-6000,,전라북도 정읍시 충정로 606-22,
정신의료기관,전라북도,정읍시,대성의원,,063-532-5533,,전라북도 정읍시 우암로 3,
정신의료기관,전라북도,정읍시,중앙,정신건강의학과의원,063-535-8876,,전라북도 정읍시 중앙1길 66-1,
정신의료기관,전라북도,정읍시,참조은병원,,063-538-9730,,전라북도 정읍시 새암길 29-11,
정신의료기관,전라북도,정읍시,정읍사랑병원,,063-530-3100,,전라북도 정읍시 상동 중앙로 94,
정신의료기관,전라북도,남원시,남원성일병원,,063-634-8898,www.sungilmh.com,전라북도 남원시 사매면 춘향로 822-129,
정신의료기관,전라북도,남원시,남원의료원,,063-620-1114,www.namwonmed.or.kr,전라북도 남원시 충정로 365,
정신의료기관,전라북도,남원시,김봉준,정신건강의학과의원,063-632-7582,,전라북도 남원시 남문로 437,
정신의료기관,전라북도,남원시,최신경정신과의원,,063-633-0364,,전라북도 남원시 용성로 112,
정신의료기관,전라북도,김제시,미래병원,,063-540-8800,miraehospital.com,전라북도 김제시 금구면 낙산1길 74,
정신의료기관,전라북도,김제시,신세계병원,,063-545-8700,www.newworldhospital.com/,전라북도 김제시 금산면 구성5길 84-15,
