건강증진센터명,건강증진센터구분,소재지도로명주소,소재지지번주소,위도,경도,건강증진업무내용,운영시작시각,운영종료시각,휴무일정보,건물면적,의사수,간호사수,사회복지사수,영양사수,기타인력현황,기타이용안내,운영기관전화번호,운영기관명,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
광주북구정신건강복지센터,정신보건,광주광역시 북구 북문대로 43,광주광역시 북구 운암동 90-3,35.1751886228,126.8807726585,"정신건강증진, 정신장애인 및 자살예방 사례관리",09:00,18:00,"매주 일요일, 공휴일",694.85,12,6,14,,"정신보건임상심리사(6), 작업치료사(1)","본소(1), 분소(2)를 운영하고 있음",062-267-5510,전남대학교 산학협력단,062-410-8971,광주광역시 북구 보건소,2020-06-30,3620000,광주광역시 북구
제주시정신건강복지센터,정신보건,제주특별자치도 제주시 연삼로 264,,33.4916016527,126.520276,고위험군 등록 및 사례관리. 재활프로그램 운영. 자살유가족 서비스. 상담 및 교육 홍보 등,09:00,18:00,매주 토요일. 일요일. 공휴일. 근로자의 날(매년 5월 1일),,1,4,9,,4,○ 방문 전 전화 문의 ○ 상담의 경우 전화상담 필수,064-728-4074,의료법인 연강재단,064-728-4064,제주시 제주보건소,2020-07-10,6510000,제주특별자치도 제주시
제주중독관리통합지원센터,정신보건,제주특별자치도 제주시 서광로 175,,33.5003166748,126.515267,중독조기발견 및 개입서비스. 중독질환 관리.  중독폐혜 예방교육 및 홍보 등,09:00,18:00,매주 토요일. 일요일. 공휴일. 근로자의 날(매년 5월 1일),,1,3,2,,0,○ 방문 전 전화 문의 ○ 상담의 경우 전화상담 필수,064-759-0911,의료법인 연강재단,064-759-0911,제주시 제주보건소,2020-07-10,6510000,제주특별자치도 제주시
시민건강증진센터,건강증진,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,33.2756288183,126.7034172,운동기구 이용한 운동 등,08:00,21:00,일요일 및 공휴일 휴무,395.91,0,0,0,,2,토요일 운영시간 08:00~12:00,064-760-6123,제주특별자치도 서귀포시 동부보건소,064-760-6121,제주특별자치도 서귀포시 동부보건소,2020-06-30,6520000,제주특별자치도 서귀포시
건강증진센터,건강증진,제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12,제주특별자치도 서귀포시 대정읍 하모리 767-8,33.2186730172,126.2532448998,장비이용 체력단련. 체성분 측정. 건강상담,08:00,21:00,일요일 및 공휴일 휴무,213.9,0,1,0,0,2,토요일 운영시간 09:00~13:00,064-760-6226,제주특별자치도 서귀포시 서부보건소,064-760-6221,제주특별자치도 서귀포시 서부보건소,2020-06-30,6520000,제주특별자치도 서귀포시
주민건강증진센터,건강증진,제주특별자치도 서귀포시 중앙로101번길 52(서홍동),제주특별자치도 서귀포시 서홍동 447-3,33.2534258,126.5553625,장비이용 체력단련. 체성분 측정. 건강영양상담.,08:00,20:00,일요일 및 공휴일 휴무,483.15,0,2,0,3,3,토요일 운영시간 09:00~13:00,064-760-6090,제주특별자치도 서귀포시 서귀포보건소,064-760-6041,제주특별자치도 서귀포시 서귀포보건소,2020-06-30,6520000,제주특별자치도 서귀포시
정신건강복지센터,정신보건,제주특별자치도 서귀포시 중앙로101번길 52(서홍동),제주특별자치도 서귀포시 서홍동 447-3,33.2534258,126.5553625,재활프로그램 운영 및 정신건강상담. 정신질환자 사례관리,09:00,18:00,토요일. 일요일 및 공휴일 휴무,208.86,0,8,2,,,,064-760-6553,제주특별자치도 서귀포시 서귀포보건소,064-760-6553,제주특별자치도 서귀포시 서귀포보건소,2020-06-30,6520000,제주특별자치도 서귀포시
중독관리통합지원센터,정신보건,제주특별자치도 서귀포시 중앙로101번길 52(서홍동),제주특별자치도 서귀포시 서홍동 447-3,33.2534258,126.5553625,중독관련 상담. 사례관리. 재활프로그램 운영,09:00,18:00,토요일. 일요일 및 공휴일 휴무,208.86,0,1,2,,1,,064-760-6552,제주특별자치도 서귀포시 서귀포보건소,064-760-6552,제주특별자치도 서귀포시 서귀포보건소,2020-06-30,6520000,제주특별자치도 서귀포시
제천시보건소 건강증진센터,건강증진,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.14868519,128.2168544,"대사증후군관리, 영양관리, 맞춤형 신체활동관리",09:00,18:00,"법정공휴일(토, 일요일 포함)",,0,1,0,1,운동처방사(2),"제천시민 누구나이용 가능, 무료",043-641-3205,제천시보건소,043-646-2720,충청북도 제천시보건소,2020-06-30,4400000,충청북도 제천시
용두건강생활지원센터,건강증진,충청북도 제천시 용두대로17길8,충청북도 제천시 하소동323-24,37.1423157,128.2003609,"신체활동사업,영양사업,만성질환예방관리사업등",09:00,18:00,"법정공휴일(토, 일요일 포함)",816,0,4,0,1,팀장(1)+운동처방사(1)+치위생사(1)+청사관리(1),"제천시민 누구나이용 가능, 무료",043-641-3281,제천시보건소,043-646-2720,충청북도 제천시보건소,2020-06-30,4400000,충청북도 제천시
태백시건강증진센타,건강증진,강원도 태백시 태백로 905,강원도 태백시 황지동 20-8,37.176676,128.9924305,건강증진,09:00,18:00,"토, 일 휴무, 단 헬스장 연중운영",831,0,2,0,1,2,,033-550-3039,태백시보건소,033-550-2713,태백시보건소,2020-07-09,4220000,강원도 태백시
남악 건강생활지원센터,건강증진,전라남도 무안군 삼향읍 남악3로 40(2층),,34.80941832,126.4609999,"건강생활실천, 만성질환관리, 여성과 어린이건강관리, 지역거버넌스 구축",09:00,18:00,"토,일,공휴일",1214,0,3,0,0,1,,061-450-5001,무안군보건소,061-450-5026,무안군보건소,2020-07-09,4950000,전라남도 무안군
정신건강복지센터,정신보건,서울특별시 종로구 성균관로15길 10,서울특별시 종로구 명륜1가 5-14,37.590054,126.9976147,정신건강증진사업,09:00,18:00,"매주 토요일, 일요일, 공휴일",201.24,1,0,13,0,,방문상담시 사전예약,02-745-0199,정신건강복지센터,02-2148-3603,서울특별시 종로구보건소,2020-07-10,3000000,서울특별시 종로구
명륜건강증진센터,건강증진,서울특별시 종로구 성균관로1길 6-3,서울특별시 종로구 명륜3가 147-1,37.5834055,126.9977661,대사증후군관리,09:00,18:00,※ 2020.2월~ 코로나 확산 방지를 위해 센터운영 잠정중단,219.68,1,2,0,2,운동처방사(2),검사 전날 밤 10시부터 금식 요망,02-2148-3735,명륜건강증진센터,02-2148-3735,서울특별시 종로구 보건소,2020-07-10,3000000,서울특별시 종로구
군산시정신건강복지센터,정신보건,"전라북도 군산시 대야면 백마길16, (지경리)",전라북도 군산시 대야면 지경리 778-2,35.9450233089,126.8100331707,"중증정신질환자 관리사업, 정신건강증진사업, 자살예방사업, 아동청소년정신보건사업",09:00,18:00,"공휴일, 주말",469,1,3,13,0,0,,063-451-0363,신세계병원,063-460-3236,군산시 보건소,2020-07-09,4670000,전라북도 군산시
군산시중독관리통합지원센터,정신보건,"전라북도 군산시 대야면 백마길16, (지경리)",전라북도 군산시 대야면 지경리 778-2,35.9450233089,126.8100331707,"중독상담, 중독자관리등",09:00,18:00,"공휴일, 주말",184.8,1,2,1,0,0,,063-464-0061,군산의료원,063-463-4000,군산시 보건소,2020-07-09,4670000,전라북도 군산시
논산시건강생활지원센터,건강증진,충청남도 논산시 해월로125번길 26,,36.20478393,127.0822907,"건강증진프로그램운영, 대사증후군관리 등",09:00,18:00,매주 토요일+일요일+공휴일,855.81,0,2,0,1,운동처방사(1)+치과위생사(1),,041-746-8027,논산시보건소,041-746-8046,논산시보건소,2020-04-24,4540000,충청남도 논산시
서구 보건소 건강증진센터,건강증진,대전광역시 서구 만년로 74,대전광역시 서구 만년동 340,36.367062,127.381105,"체성분 검사, 운동처방 운동프로그램",09:00,18:00,"토요일,일요일,공휴일",,0,0,0,,,,042-288-4544,,,대전광역시 서구보건소,2020-06-30,3660000,대전광역시 서구
서구 관저보건지소 건강증진센터,건강증진,대전광역시 서구 구봉산북로 300,대전광역시 서구 관저동 1424,36.301037,127.345007,"체성분 검사, 운동처방 운동프로그램",09:00,18:00,"토요일,일요일,공휴일",,0,0,0,,,,042-288-4634,,,대전광역시 서구보건소,2020-06-30,3660000,대전광역시 서구
이천시정신건강복지센터,정신보건,경기도 이천시 이섭대천로 1119(증일동),경기도 이천시 증일동 2,37.27052428,127.4454563,정신건강증진+아동청소년정신건강증진사업+자살예방사업,09:00,18:00,토요일+공휴일,417.99,1,3,10,0,1,직접내소+전화상담,031-637-2330,이천소망병원,031-644-4086,경기도 이천시청,2020-07-09,4070000,경기도 이천시
남동구정신건강복지센터,정신보건,"인천광역시 남동구 인주대로 819, 6층",인천광역시 남동구 구월동 1318-3,37.4488382,126.728235,"주간재활프로그램, 사례관리, 위기관리 시행 ? 아동청소년 정신건강 선별 및 프로그램 운영 ? 자살고위험군 관리, 자살예방사업 홍보 등",09:00,18:00,관공서 휴일 휴무,325,1,1,10,0,1,,032-465-6412,의료법인 정진의료재단 영화병원,032-453-5802,치매정신건강과,2020-06-25,3530000,인천광역시 남동구
평택시건강증진센터,건강증진,경기도 평택시 평택5로 56,경기도 평택시 비전동 850,36.99089531,127.1119719,"통합건강상담실,어린이건강체험관,재활운동실,물리치료실 운영",09:00,18:00,"매주 토요일, 일요일, 공휴일",886,0,3,0,2,물리치료사(2)+운동처방사(1),내소 및 사전예약,031-8024-4414,경기도 평택시청 평택보건소,031-8024-4414,경기도 평택시청 평택보건소,2020-05-20,3910000,경기도 평택시
평택시정신건강증진센터,건강증진,경기도 평택시 평택5로 56,경기도 평택시 비전동 850,36.99089531,127.1119719,"만성질환관리,비만영양등 건강관리, 재활운동실운영",09:00,18:00,"매주월요일, 일요일, 공휴일",442,0,2,12,0,"공무원(3),기타(1)",사전예약,031-658-9818,경기도 평택시청 평택보건소,031-8024-4461,경기도 평택시청 평택보건소,2020-05-20,3910000,경기도 평택시
포승건강생활지원센터,정신보건,경기도 평택시 포승읍 여술로 47,경기도 평택시 포승읍 도곡리 1110,36.98936145,126.8474031,"중증정신질환자 관리사업, 생명존중 및 자살예방사업, 아동청소년 정신건강사업",09:00,17:00,"매주월요일, 일요일, 공휴일",498,0,1,0,1,운동처방사(1),내소 및 사전예약,031-8024-8624,경기도 평택시청 평택보건소,031-8024-8610,경기도 평택시청 평택보건소,2020-05-20,3910000,경기도 평택시
부안군정신건강복지센터,정신보건,전라북도 부안군 부안읍 오리정로 124,,35.72283463,126.7355916,"중증정신질환자관리사업, 정신건강증진사업, 자살예방사업 등",09:00,18:00,토요일+일요일+공휴일,155.5,1,0,8,0,임상심리사(1명),방문 및 전화,063-581-5830,의료법인 지석의료재단 효병원,063-584-1261,전라북도 부안군 보건소,2020-06-25,4790000,전라북도 부안군
금정구 건강생활지원센터,건강증진,부산광역시 금정구 서동로175번길 41-5,부산광역시 서동 122-6,35.2154475905,129.1074473218,"만성질환관리를 위한 건강상담실 운영, 체력단련실 및 재활운동실 운영, 건강증진 프로그램 및 건강동아리 운영 등",09:00,18:00,주말 및 공휴일,430.8,0,3,0,1,"운전1, 운동처방사1, 물리치료사1",,051-519-5478,금정구보건소,051-519-5478,금정구보건소,2020-06-24,3350000,부산광역시 금정구
괴산군정신건강복지센터,정신보건,충청북도 괴산군 괴산읍 읍내로2길 27-10,,36.8069017787,127.7909359579,정신건강증진사업자살예방사업만성정신질환자관리사업아동청소년 정신건강증진사업,09:00,18:00,"매주토요일,일요일,공휴일",,0,0,5,0,0,,043-832-0330,,,괴산군보건소,2020-06-19,4460000,충청북도 괴산군
통영시정신건강복지센터,정신보건,"경상남도 통영시 안개4길 108,(무전동)",경상남도 통영시 무전동 401-1,34.85980836,128.4320132,정신건강증진 및 자살예방사업,09:00,18:00,토요일+일요일+공휴일,202.82,0,3,2,,,,055-650-6542,통영시보건소,055-650-6542,통영시보건소,2020-06-22,5330000,경상남도 통영시
성동구정신건강복지센터,정신보건,서울특별시 성동구 행당로 12,서울특별시 성동구 금호동 1가 444-7,37.5544895353,127.021461921,"정신건강증진, 중증정신질환자 관리",09:00,18:00,공휴일,176.78,1,2,9,,,,02-2298-1080,한양대학교병원,02-2298-7093,성동구보건소,2020-06-22,3030000,서울특별시 성동구
수정구보건소 건강증진센터,건강증진,경기도 성남시 수정구 수정로 218,경기도 성남시 수정구 신흥동 3435,37.44432957,127.1440466,"대사증후군관리, 영양운동상담",09:00,18:00,"매주 토요일, 일요일, 공휴일",156.67,0,1,0,1,운동사(1),대사증후군 검사시 전날 밤 10시부터 금식(대사증후군 예약제로 운영),031-729-3860,수정구보건소,031-729-3859,경기도 성남시 수정구보건소,2020-06-01,3780000,경기도 성남시
중원구보건소 건강증진센터,건강증진,경기도 성남시 중원구 금상로 137,경기도 성남시 중원구 상대원동 269-10,37.4421570628,127.1705794840,"대사증후군관리, 영양, 운동",09:00,18:00,"매주 토요일, 일요일, 공휴일",75,0,1,0,1,운동처방사(3),검사 전날 밤 10부터 금식 요망,031-729-4925,중원구보건소,031-729-3930,경기도 성남시 중원구보건소,2020-06-01,3780000,경기도 성남시
분당구보건소 건강증진센터,건강증진,경기도 성남시 분당구 양현로 306,경기도 성남시 분당구 야탑동 349,37.4110097,127.124601,"체성분측정, 대사증후군관리",09:00,18:00,"매주 토요일, 일요일, 공휴일",2752,0,1,0,1,운동사(3),검사 전 예약요망,031-729-4005,분당구보건소,031-729-4001,경기도 성남시 분당구보건소,2020-06-01,3780000,경기도 성남시
북구정신건강복지센터,정신보건,"대구광역시 북구 성북로 43, 4층","대구광역시 북구 침산동 521-1, 4층",35.8916050019,128.5882723489,"중증정신질환자 관리, 정신건강증진사업, 아동청소년 정신건강증진사업, 자살예방사업 등",09:00,18:00,공휴일,251.71,1,1,6,0,3,,053-353-3631,북구정신건강복지센터,053-665-3221,대구광역시 북구보건소,2020-06-10,3450000,대구광역시 북구
강서구정신건강복지센터,정신보건,"서울특별시 강서구 공항대로 561, B1층","서울특별시 강서구 염창동 275-12, B1층",37.5496499360,126.868210,"중증정신질환관리, 정신건강상담, 자살예방, 알코올중독예방 등",09:00,18:00,매주토요일+매주일요일+공휴일,238,1,0,13,0,임상심리사(2),상담 전 예약 요망,02-2600-5926,명지병원,02-2600-5271,서울특별시 강서구 보건소,2020-06-12,3150000,서울특별시 강서구
창녕군정신건강복지센터,정신보건,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도 창녕군 창녕읍 교리 996-1,35.5436522,128.4900857,"정신건강증진사업, 자살예방사업, 중증정신질환자 관리 등",09:00,18:00,"토요일, 일요일, 공휴일",482.14,1,4,2,0,0,전문의상담은 예약 후 방문,055-530-6283,경상남도 창녕군 보건소,055-530-7505,경상남도 창녕군 보건소,2020-06-09,5410000,경상남도 창녕군
건강생활지원센터 고양,건강증진,경기도 고양시 덕양구 혜음로 19-11,경기도 고양시 덕양구 고양동 233-2,37.7025182,126.9011953,"건강마을 만들기, 대사증후군 등록관리, 생애주기별 비만예방 프로그램",09:00,18:00,"토요일, 공휴일",143.64,0,1,0,1,1,,031-8075-4823,덕양구보건소,031-8075-4046,경기도 고양시 덕양구보건소,2020-05-15,3940000,경기도 고양시
고양시민건강센터 중산,건강증진,"경기도 고양시 일산동구 중산로 73-2, 2층",경기도 고양시 일산동구 중산동 238,37.67814936,126.7812889,"대사증후군관리, 건강프로그램 운영, 건강체험관운영, 건강마을 운영",09:00,18:00,"토요일, 일요일, 공휴일",343.13,0,1,0,1,1,건강생활 프로그램 분기별 접수,031-977-5705,고양시민건강센터중산,031-8075-4139,경기도 고양시 일산동구보건소,2020-05-15,3940000,경기도 고양시
고양시정신건강복지센터,정신보건,경기도 고양시 덕양구 고양시청로 13-6,경기도 고양시 덕양구 주교동 602-1,37.65696598,126.8321442,"정신건강 고위험군 조기발견 및 조기개입, 정신건강증진사업 등",09:00,18:00,"토요일, 일요일, 공휴일",413.9,1,6,15,0,1,,031-968-2333,고양시정신건강복지센터,031-8075-4092,경기도 고양시 일산동구보건소,2020-05-15,3940000,경기도 고양시
청양군정신건강증진센터,정신보건,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.45501978,126.8049308,자살예방 및 정신건강증진,08:30,17:30,"매주 토요일,일요일, 공휴일",138.8,1,3,5,1,2,0,041-940-4533,청양군정신건강증진센터,041-940-4516,청양군보건의료원,2020-05-28,4590000,충청남도 청양군
중구정신건강복지센터,정신보건,서울특별시 중구 서소문로6길 16,서울특별시 중구 중림동 155-1,37.559432,126.966133,"중증 정신질환자 등록 관리사업,영유아 아동청소년 지원사업주민정신건강증진사업생명사랑사업 등",09:00,18:00,"토요일, 일요일, 기타 법령이 정하는 공휴일",227.7,1,1,11,0,"행정담당(1), 홍보담당(1",,02-2236-6606,서울대학교병원,02-3396-6383,서울특별시 중구 보건소,2019-02-25,3010000,서울특별시 중구
사상구 건강증진센터,건강증진,부산광역시 사상구 가야대로196번길 51(학장동),부산광역시 사상구 학장동 288-12,35.14744636,128.9948739,"체성분 측정 및 운동 처방, 혈압혈당측정 및 상담, 금연클리닉 등",09:00,18:00,"토요일,일요일,공휴일",,0,1,0,1,"운동처방사(2), 금연상담사(2)",,051-310-4833,부산광역시 사상구보건소 건강증진계,051-310-4833,부산광역시 사상구보건소,2020-03-17,3390000,부산광역시 사상구
익산시정신건강복지센터,건강증진,전라북도 익산시 무왕로 975,,35.9609875273,126.9664376,"정신건강증진사업, 아동청소년 정신보건사업, 자살예방사업",09:00,18:00,"토요일, 일요일, 공휴일",,1,1,8,,심리상담사(1),,063-841-4235,,,익산시 보건소,2020-03-02,4680000,전라북도 익산시
송파건강증진센터,건강증진,서울특별시 송파구 올림픽로 326,서울특별시 송파구 신천동 29-5,37.514469,127.1058587380,일반종합검진,09:00,18:00,공휴일,,1,1,0,0,방사선사(1)+운동처방사(1),검사전날 9시부터 금식,02-2147-3539,송파구보건소,,서울특별시 송파구 보건소,2020-02-20,3230000,서울특별시 송파구
송파건강관리센터,건강증진,서울특별시 송파구 올림픽로 326,서울특별시 송파구 신천동 29-5,37.5144756518,127.1058587380,"1차 진료, 운동, 영양, 금연, 치매,대사증후군 관리서비스 제공",09:00,18:00,"매주 토요일, 일요일, 법정공휴일 등",550,4,5,1,3,임상병리사(1)+금연상담사 (1),방문 전 전화 요망,02-2147-3456,송파구보건소,02-2147-3470,서울특별시 송파구 보건소,2020-02-20,3230000,서울특별시 송파구
서울특별시 구로정신건강복지센터,정신보건,서울특별시 구로구 새말로60,,37.50321336,126.8866567,정신건강증진사업 업무전반,09:00,18:00,토+일요일 및 공휴일,329.28,0,7,11,0,,정신질환 및 일반인,02-861-2284,서울특별시 구로구 보건소,02-860-2615,서울특별시 구로구 보건소,2020-02-21,3160000,서울특별시 구로구
건강체험실,건강증진,부산광역시 연제구 연제로2,부산광역시 연제구 연산동 1555,35.176789,129.079141,구민 건강증진프로그램 운영,09:00,18:00,"매주 토요일,일요일,공휴일",239.4,0,0,0,2,2,인바디사전예약요망,051-665-4818,해당사항없음,051-665-4422,부산광역시 연제구보건소,2020-02-17,3370000,부산광역시 연제구
무주군보건의료원 건강증진센터,건강증진,전라북도 무주군 무주읍 한풍루로 413,전라북도 무주군 무주읍 당산리 701,36.0058821,127.6716991,기초건강측정 및 상담운동처방금연클리닉운영영양플러스사업 및 영양상담운동프로그램 운영,09:00,18:00,"주말(토일), 공휴일",394.84,0,0,1,1,3,지하1층 무주종합복지관 경로식당  1층     물리치료실  2층     건강증진센터  3층     강당,063-320-8224,무주군보건의료원,063-320-8224,무주군보건의료원,2019-11-18,4740000,전라북도 무주군
남구정신건강복지센터,정신보건,부산광역시 남구 유엔평화로4번길 61,부산광역시 남구 대연동 1753-16,35.134251,129.088545,정신건강상담 및 프로그램 운영,09:00,18:00,"토요일, 일요일, 공휴일",175,1,3,7,0,0,,051-626-4660,인혜의료재단 가나병원,051-607-6421,부산광역시 남구보건소,2019-11-13,3310000,부산광역시 남구
건강생활지원센터,건강증진,강원도 홍천군 북방면 상화계2길 17,강원도 홍천군 북방면 상화계리 97-1,37.7060348367,127.8542578639,북방면 건강증진프로그램 운영,09:00,18:00,"매주 토요일,일요일,공휴일",330.9,0,2,0,1,3,인바디사전예약요망,033-430-4132,해당사항 없음,033-430-4132,강원도 홍천군보건소,2019-11-18,4250000,강원도 홍천군
당진시보건소 건강증진센터,건강증진,충청남도 당진시 서부로 56,충청남도 당진시 채운동 1040,36.8874025694,126.6300054123,"건강상담, 금연상담, 운동체험, 건강체험",09:00,18:00,"토,일,공휴일",,0,5,0,1,1,,041-360-6058,당진시보건소,041-360-6054,당진시보건소,2019-06-07,5680000,충청남도 당진시
양구군정신건강증진센터,정신보건,강원도 양구군 양구읍 관공서로 42,강원도 양구군 양구읍 하리 34-5,38.10994446,127.9892036,"정신장애인 재활프로그램 운영, 자살예방",09:00,18:00,공휴일,100.42,1,3,2,,,1577-0199,033-480-2789,서인병원,033-480-2807,양구군보건소,2019-09-10,4320000,강원도 양구군
유성구 보건소 건강증진센터,건강증진,대전광역시 유성구 유성대로 730번길 51,대전광역시 유성구 장대동 282-15,36.3581253,127.3354682,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",09:00,18:00,주말 및 국정공휴일,162.93,0,0,0,0,"건강운동관리사(1), 생활체육지도자(1)",사전예약(방문 및 전화 예약),042-611-5096,대전 유성구보건소,042-611-5098,대전유성구보건소,2019-06-18,6300000,대전광역시
서구보건소 건강증진센터,건강증진,대전광역시 서구 만년로 74,대전광역시 서구 만년동 74,36.3670619,127.3811053,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",09:00,18:00,주말 및 국정공휴일,159,0,0,0,0,2,,042-288-4673,대전 서구보건소,042-288-4673,대전 서구보건소,2019-06-18,6300000,대전광역시
관저보건지소 건강증진센터,건강증진,대전광역시 서구 구봉산북로 300,대전광역시 서구 관저동 1424,36.3010372,127.3450071,"개인별 맞춤형 운동처방, 대사증후군관리,비만,영양관리, 신체활동 교육, 체성분검사, 운동상담 등",09:00,18:00,주말 및 국정공휴일,174,0,0,0,0,2,,042-288-4634,대전 관저보건지소,042-288-4634,대전 관저보건지소,2019-06-18,6300000,대전광역시
안산시 고혈압당뇨병 등록교육센터,건강증진,경기도 안산시 상록구 차돌배기로1길 5(3층일부),경기도 안산시 상록구 사동 1584(3층일부),37.300265,126.845040,"고혈압 당뇨병환자 등록 관리, 기본검사 및 상담 교육(기본,심화,체험,운동), 리콜리마인드서비스, 건강행태개선 인센티브 지원, 치료비 및 등록비 지원 등",09:00,18:00,"토요일,일요일,공휴일",113,1,5,0,3,,,031-416-9088,고려대학교 산학협력단,031-481-5927,경기도 안산시 상록수보건소,2019-07-05,3930000,경기도 안산시
안산시자살예방센터,정신보건,경기도 안산시 상록구 차돌배기로1길 5,경기도 안산시 상록구 사동 1584,37.300265,126.845040,자살예방업무,09:00,18:00,"토요일,일요일,공휴일",82.6,1,1,8,0,임상심리사(1),운영 종료시각 이후 경기도 광역자살예방센터 콜센터로 전화 연결됨,031-418-0123,고려대학교 산학협력단,031-481-5922,경기도 안산시 상록수보건소,2019-07-05,3930000,경기도 안산시
정신건강복지센터,정신보건,"경기도 안산시 단원구 화랑로 387, 구 단원보건소 1층","경기도 안산시 단원구 고잔동 515, 구 단원보건소 1층",37.322131,126.830243,정신질환자 등록관리 및 정신건강증진 사업,09:00,18:00,"토요일,일요일,공휴일",557,1,5,19,0,4,상담 전 전화예약,031-411-7573,고려대학교 산학협력단,02-2286-1527,경기도 안산시 단원보건소,2019-07-05,3930000,경기도 안산시
중독관리통합지원센터,정신보건,"경기도 안산시 단원구 화랑로 387, 구 단원보건소 2층","경기도 안산시 단원구 고잔동 515, 구 단원보건소 2층",37.322131,126.830243,중독자 등록관리 및 중독예방사업,09:00,18:00,"토요일,일요일,공휴일",222,1,3,6,0,1,상담 전 전화예약,031-411-8445,고려대학교 산학협력단,02-2286-1527,경기도 안산시 단원보건소,2019-07-05,3930000,경기도 안산시
남구정신건강증진센터,정신보건,광주광역시 남구 봉선로1,광주광역시 남구 주월동 1284-1,35.1329053877,126.902408,정신건강증진사업,09:00,18:00,"매주토요일,일요일",164.5,1,4,8,,임상심리사(2),,062-676-8236,국립나주병원,062-607-4361,광주광역시 남구 보건소,2019-09-01,3610000,광주광역시 남구
고창군정신건강복지센터,정신보건,전라북도 고창군 고창읍 전봉준로 90,전라북도 고창군 고창읍 율계리101,35.4438580254,126.6827451828,"정신건강증진사업, 아동청소년 정신보건사업, 지역사회 자살예방사업",09:00,18:00,"토요일, 일요일, 공휴일",201,1,0,5,,임상심리사(2),,063-563-8751,영광기독신하병원,061-350-7000,전북 고창군 보건소,2019-06-20,4780000,전라북도 고창군
양천구 정신건강복지센터,정신보건,서울특별시 양천구 목동서로 339(신정동),,37.517794,126.8657399923,"만성정신질환자 관리사업, 정신건강증진사업, 아동청소년 정신건강특화사업",09:00,18:00,"매주토일, 공휴일",198,1,0,12,0,0,,02-2061-8881,양천구보건소,02-2620-3941,서울특별시 양천구,2020-05-24,3140000,서울특별시 양천구
양주시 동부 건강생활지원센터,건강증진,경기도 양주시 화합로1426번길 90,경기도 양주시 덕정동 206,37.8381423495,127.0680350930,통합건강증진사업 업무,09:00,18:00,"주말, 공휴일",825,0,5,0,2,2,,031-8082-4342,양주시보건소,031-8082-7117,양주시보건소,2020-05-25,5590000,경기도 양주시
양주시 서부 건강생활지원센터,건강증진,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.8124995104,126.9723084114,통합건강증진사업 업무,09:00,18:00,"주말, 공휴일",908,0,1,0,0,2,,031-8082-4373,양주시보건소,031-8082-7117,양주시보건소,2020-05-25,5590000,경기도 양주시
울산광역시남구정신건강복지센터,정신보건,울산광역시 남구 삼산중로 132,울산광역시 남구 삼산동 1538-4,35.5453601,129.3363124,"정신질환자 재활, 정신건강교육.상담.홍보, 자살예방사업",09:00,18:00,"토요일, 공휴일",288.64,1,6,7,0,임상심리사2,,052-227-1116,큰빛병원,052-226-2450,울산광역시 남구보건소,2020-05-25,3700000,울산광역시 남구
무거건강생활지원센터,건강증진,울산광역시 남구 대학로 147번길 41-26,울산광역시 남구 무거동 1533-6,35.5512459877,129.2596398081,건강생활습관 형성지원 및 만성질환 예방관리,09:00,18:00,"토요일, 공휴일",1226,0,4,0,2,센터장(1)+물리치료사(2)+운동사(2),,052-226-2345,무거건강생활지원센터,052-226-2805,울산남구보건소,2020-05-08,3700000,울산광역시 남구
대덕구건강생활지원센터,건강증진,대전광역시 대덕구 동춘당로187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,주민참여기반의 건강증진사업,06:00,22:00,"토요일, 일요일, 공휴일",486.42,1,3,0,1,체육지도자 5명,금연클리닉,042-608-4474,대덕구건강생활지원센터,042-608-5499,대전광역시 대덕구보건소,2020-04-10,3680000,대전광역시 대덕구
동작구정신건강복지센터,정신보건,서울특별시 동작구 사당로 253-3,서울특별시 동작구 사당동 324-14,37.4836737741,126.9758719272,정신질환자 조기발견 및 관리,09:00,18:00,"매주 토요일,일요일,공휴일",200,0,4,6,0,심리상담사(3),상담 원할시 사전 전화연락 요망,02-820-4072,동작구보건소,02-820-1425,서울특별시 동작구 보건소,2020-05-22,3190000,서울특별시 동작구
건강증진120센터,건강증진,인천광역시 미추홀구 한나루로 444,인천광역시 미추홀구 학익동 4-16,37.4465805424,126.667441,건강측정 및 건강상담,09:00,17:00,주말 및 법정공휴일,17,0,1,0,0,0,,032-880-7475,미추홀구보건소,032-880-5487,인천광역시 미추홀구 보건소,2020-04-02,3510500,인천광역시 미추홀구
